"TIME","GEO","GEO_LABEL","SEX","UNIT","AGE","TRAINING","WSTATUS","Value"
"2017","CZ04","Severozápad","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","12.9"
"2018","CZ04","Severozápad","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","12.2"
"2000","CZ05","Severovýchod","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons",":"
"2001","CZ05","Severovýchod","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons",":"
"2002","CZ05","Severovýchod","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","10.5"
"2003","CZ05","Severovýchod","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","12.0"
"2004","CZ05","Severovýchod","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","11.5"
"2005","CZ05","Severovýchod","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","10.2"
"2006","CZ05","Severovýchod","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","7.7"
"2007","CZ05","Severovýchod","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","6.2"
"2008","CZ05","Severovýchod","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","5.3"
"2009","CZ05","Severovýchod","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","7.5"
"2010","CZ05","Severovýchod","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","8.8"
"2011","CZ05","Severovýchod","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","7.6"
"2012","CZ05","Severovýchod","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","9.6"
"2013","CZ05","Severovýchod","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","8.7"
"2014","CZ05","Severovýchod","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","9.0"
"2015","CZ05","Severovýchod","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","7.1"
"2016","CZ05","Severovýchod","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","7.3"
"2017","CZ05","Severovýchod","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","5.7"
"2018","CZ05","Severovýchod","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","5.4"
"2000","CZ06","Jihovýchod","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons",":"
"2001","CZ06","Jihovýchod","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons",":"
"2002","CZ06","Jihovýchod","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","11.0"
"2003","CZ06","Jihovýchod","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","12.4"
"2004","CZ06","Jihovýchod","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","12.1"
"2005","CZ06","Jihovýchod","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","10.9"
"2006","CZ06","Jihovýchod","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","8.6"
"2007","CZ06","Jihovýchod","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","5.9"
"2008","CZ06","Jihovýchod","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","4.4"
"2009","CZ06","Jihovýchod","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","6.7"
"2010","CZ06","Jihovýchod","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","7.2"
"2011","CZ06","Jihovýchod","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","7.4"
"2012","CZ06","Jihovýchod","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","8.4"
"2013","CZ06","Jihovýchod","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","8.4"
"2014","CZ06","Jihovýchod","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","6.9"
"2015","CZ06","Jihovýchod","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","6.4"
"2016","CZ06","Jihovýchod","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","5.8"
"2017","CZ06","Jihovýchod","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","5.2"
"2018","CZ06","Jihovýchod","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","4.5"
"2000","CZ07","Strední Morava","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons",":"
"2001","CZ07","Strední Morava","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons",":"
"2002","CZ07","Strední Morava","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","15.1"
"2003","CZ07","Strední Morava","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","14.5"
"2004","CZ07","Strední Morava","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","15.3"
"2005","CZ07","Strední Morava","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","13.9"
"2006","CZ07","Strední Morava","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","9.3"
"2007","CZ07","Strední Morava","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","6.5"
"2008","CZ07","Strední Morava","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","7.2"
"2009","CZ07","Strední Morava","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","7.7"
"2010","CZ07","Strední Morava","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","7.5"
"2011","CZ07","Strední Morava","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","8.0"
"2012","CZ07","Strední Morava","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","8.9"
"2013","CZ07","Strední Morava","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","9.3"
"2014","CZ07","Strední Morava","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","7.8"
"2015","CZ07","Strední Morava","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","7.2"
"2016","CZ07","Strední Morava","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","6.8"
"2017","CZ07","Strední Morava","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","6.5"
"2018","CZ07","Strední Morava","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","4.8"
"2000","CZ08","Moravskoslezsko","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons",":"
"2001","CZ08","Moravskoslezsko","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons",":"
"2002","CZ08","Moravskoslezsko","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","17.0"
"2003","CZ08","Moravskoslezsko","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","19.2"
"2004","CZ08","Moravskoslezsko","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","18.4"
